type,name,latitude,longitude
Load Node,SYCAMORE_1_N301,39.7699,-121.82
Load Node,SYCAMORE_1_N101,39.7699,-121.82
Generation Node,CRCKTCOG_7_N001,37.9,-122.58
Generation Node,WSTLYTID_2_N011,37.796,-121.19
Generation Node,WSTLYSMD_2_N011,37.743,-121.12
Load Node,VACAVIL_1_N001,38.3565,-121.98
Generation Node,PITSBURG_1_B1,38.01,-121.91
Load Node,PITSBURG_1_N001,38.0308,-121.87
Load Node,AMERIGAS_1_N001,38.43,-121.79
Load Node,CARLOTTA_6_N003,40.5411,-124.06
Load Node,CARLOTTA_6_N001,40.5411,-124.06
Generation Node,HMBLTBY_6_N022,40.7828,-124.11
Load Node,HMBLTBY_6_N003,40.7828,-124.11
Load Node,OMAR_2_N001,35.4698,-118.97
Generation Node,OMAR2G_7_B1,35.47,-118.97
Generation Node,OMAR3G_7_B1,35.46,-118.99
Generation Node,OMAR_2_N032,35.4698,-118.97
Generation Node,TESLA_5_B1,37.71,-121.62
Generation Node,TESLA_5_B2,37.71,-121.62
Generation Node,OMAR1G_7_B1,35.47,-118.99
Load Node,PEABODY_2_N002,38.2856,-121.97
Generation Node,PEABODY_2_N010,38.2856,-121.97
Load Node,PEABODY_2_N006,38.2856,-121.97
Load Node,PEABODY_2_N001,38.2856,-121.97
Generation Node,SYCCYN2G_7_B1,35.49,-118.98
Generation Node,SYCCYN4G_7_B1,35.48,-118.97
Generation Node,LMECST1_7_B1,38.03,-121.93
Load Node,LMEC1_1_N101,38.03,-121.91
Load Node,LMEC1_1_N601,38.03,-121.91
Load Node,LMEC1_1_N801,38.03,-121.91
Load Node,LMECCT1_7_N001,38.03,-121.92
Generation Node,LMECCT2_7_B1,38.04,-121.93
Load Node,LMECST1_7_N001,38.03,-121.93
Load Node,LMEC1_1_N001,38.03,-121.91
Load Node,LMECCT2_7_N001,38.04,-121.93
Generation Node,LMECCT1_7_B1,38.03,-121.92
Generation Node,TESLA_1_N027,37.7143,-121.56
Generation Node,TRCYPMP_2_N059,37.7484,-121.42
Generation Node,TRCYPMP_2_N063,37.79,-121.55
Generation Node,TRACYYG_6_N021,37.7484,-121.42
Generation Node,TESLA_1_B1,37.71,-121.57
Generation Node,LLNL_1_N014,37.6,-121.3
Load Node,PARADISE_1_N001,39.7615,-121.62
Load Node,ESQUON_6_N001,39.6079,-121.77
Load Node,KANAKA_1_N001,39.44,-121.39
Generation Node,KANAKA_1_N003,39.44,-121.39
Load Node,VACA-DIX_1_N015,38.38,-121.89
Generation Node,VACA-DIX_1_B1,38.38,-121.89
Generation Node,VACA-DIX_1_N014,38.38,-121.89
Load Node,VACA-DIX_1_N001,38.4016,-121.92
Generation Node,DGVADIX_7_B1,38.4016,-121.92
Load Node,WESTLNDS_1_N019,36.4,-120.32
Load Node,WESTLNDS_1_N001,36.4,-120.32
Generation Node,OMAR4G_7_B1,35.46,-118.96
Load Node,JOLON_6_N001,36.0133,-121.17
Generation Node,KANAKAJT_1_B1,39.49,-121.4
Generation Node,FAYETTE_1_B1,38.06,-121.82
Generation Node,FRBSTNTP_1_B1,39.52,-121.27
Generation Node,USWP-PAT_1_B1,37.88,-121.67
Generation Node,WARNE_2_B1,34.69,-118.8
Generation Node,WOODLEAF_7_B1,39.6,-121.18
Generation Node,PALERMO_1_B1,39.45,-121.51
Generation Node,FULTON_1_B1,38.5,-122.87
Generation Node,FULTON_1_N020,38.4966,-122.76
Load Node,WILLITS_6_N001,39.4057,-123.33
Load Node,ANTLER_6_N001,40.8936,-122.38
Load Node,WILDWOOD_1_N001,40.3871,-123.05
Load Node,CHICOA_6_N001,39.7188,-121.82
Load Node,CHICOA_6_N010,39.7188,-121.82
Load Node,TRESVIS_6_N001,39.4867,-121.69
Generation Node,SANLUIS6_7_B1,36.8615,-120.78
Generation Node,SANLUIS2_7_B3,36.8615,-120.78
Generation Node,SANLUIS4_7_B3,36.8615,-120.78
Generation Node,SANLUIS8_7_B3,36.8615,-120.78
Generation Node,SANLUIS2_7_B1,36.8615,-120.78
Generation Node,SANLUIS6_7_B3,36.8615,-120.78
Generation Node,SANLUIS4_7_B1,36.8615,-120.78
Generation Node,SANLUIS8_7_B1,36.8615,-120.78
Generation Node,FULTON_2_B1,38.49,-122.87
Generation Node,FULTON_2_N037,38.49,-122.87
Load Node,FULTON_2_N010,38.49,-122.87
Load Node,FULTON_2_N049,38.49,-122.87
Load Node,TLRELKE_6_N001,36.0037,-119.95
Generation Node,TJI-230_2_N101,32.54,-117.02
Load Node,BUTTE_1_N010,39.7118,-121.81
Load Node,BUTTE_1_N101,39.7118,-121.81
Load Node,GORMAN_6_N001,34.8014,-118.82
Load Node,OLDRIVR_6_N001,35.2084,-119.1
Load Node,OLDRIVR_6_N006,35.2084,-119.1
Generation Node,MOSSLAND_5_B1,36.82,-121.71
Generation Node,MOSSLND7_7_B2,36.8,-121.7
Load Node,MOSSLND7_7_ND001,36.8,-121.7
Generation Node,THEDV_1_B1,37.69,-121.38
Generation Node,SYCCYN1G_7_B1,35.49,-118.98
Generation Node,SYCCYN3G_7_B1,35.48,-118.99
Generation Node,MOSSLND6_7_B2,36.81,-121.68
Load Node,MOSSLND6_7_ND001,36.81,-121.68
Generation Node,DECSTG1_7_B1,38.07,-121.86
Load Node,PALMR_1_N001,34.8252,-120.3
Generation Node,CSTRVLLE_1_N003,36.7627,-121.74
Generation Node,CSTRVLLE_1_N004,36.7627,-121.74
Load Node,CSTRVLLE_1_N001,36.7627,-121.74
Generation Node,TRACY_5_N047,37.7484,-121.42
Load Node,CAYUCOS_6_N001,35.4487,-120.87
Load Node,CAYUCOS_6_N006,35.4487,-120.87
Generation Node,DECCTG2_7_B1,38.07,-121.86
Generation Node,DECCTG3_7_B1,38.07,-121.87
Generation Node,DECCTG1_7_B1,38.07,-121.87
Load Node,DIVVIDE_1_N001,34.8285,-120.45
Load Node,DIVVIDE_1_N012,34.8285,-120.45
Load Node,DOLANRD_1_N001,36.8003,-121.77
Load Node,FAIRWAY_1_N002,34.9106,-120.45
Load Node,FAIRWAY_1_N001,34.9106,-120.45
Load Node,MCFRLND_6_N001,35.6884,-119.28
Generation Node,FAIRHAVN_7_B1,40.8003,-124.2
Load Node,GIRVAN_6_N001,40.5135,-122.38
Load Node,OCEANO_1_N001,35.1018,-120.58
Load Node,OCEANO_1_N004,35.1018,-120.58
Load Node,ANDERSON_6_N001,40.4498,-122.31
Generation Node,MOSSLD_1_N055,36.82,-121.74
Load Node,MOSSLD_1_N001,36.82,-121.74
Generation Node,LOGANCR_2_N012,39.48,-122.26
Load Node,LOGANCR_2_N001,39.5396,-122.26
Load Node,LOGANCR_2_N010,39.5396,-122.26
Load Node,CALLENDR_1_N001,35.04,-120.6
Generation Node,LOSBANOS_5_B1,37.06,-121.02
Load Node,FRNCHGLH_6_N001,40.6869,-122.64
Generation Node,SJCOGEN_7_B2,36.621,-120.18
Load Node,SJCOGEN_7_N001,37.82,-121.32
Generation Node,SPCJCT_1_B1,37.76,-121.31
Generation Node,PASTORIA_2_B1,34.94,-118.83
Load Node,EDMON5AP_7_N001,34.9863,-118.74
Load Node,EDMON1AP_7_N001,34.9863,-118.74
Load Node,EDMON4AP_7_N001,34.9863,-118.74
Load Node,EDMON2AP_7_N001,34.9863,-118.74
Generation Node,EDMONSTN_2_N023,34.9863,-118.74
Load Node,EDMON4AP_7_N002,34.9863,-118.74
Load Node,EDMON7AP_7_N001,34.9863,-118.74
Load Node,EDMON6AP_7_N001,34.9863,-118.74
Load Node,EDMON8AP_7_N002,34.9863,-118.74
Load Node,EDMON3AP_7_N002,34.9863,-118.74
Load Node,EDMON5AP_7_N002,34.9863,-118.74
Load Node,EDMON7AP_7_N002,34.9863,-118.74
Load Node,EDMON8AP_7_N001,34.9863,-118.74
Load Node,EDMON3AP_7_N001,34.9863,-118.74
Load Node,EDMON6AP_7_N002,34.9863,-118.74
Load Node,LOSOSTS_6_N001,36.2939,-121.2
Generation Node,GEYSER17_7_B1,38.76,-123.18
Generation Node,FAMOSO_6_N008,35.605,-119.2
Load Node,BAYWOOD_6_N001,35.3602,-120.81
Generation Node,MOSSLD_2_B1,36.8,-121.74
Load Node,CHICOB_1_N002,39.7255,-121.85
Load Node,CHICOB_1_N001,39.7255,-121.85
Load Node,GAREY_1_N002,34.98,-120.26
Generation Node,OAKDLTID_1_N001,37.54,-121.87
Load Node,SISQUOC_1_N020,34.8783,-120.33
Load Node,SISQUOC_1_N001,34.8783,-120.33
Generation Node,NCPA1GY1_7_B2,38.33,-122.63
Generation Node,NCPA1GY2_7_B2,38.34,-122.64
Load Node,NCPA1GY1_7_N001,38.33,-122.63
Load Node,NCPA1GY2_7_N001,38.34,-122.64
Load Node,KINGCTY_6_N002,36.2169,-121.13
Load Node,KINGCTY_6_N001,36.2169,-121.13
Load Node,KINGCTY_6_N005,36.2169,-121.13
Load Node,SNTAMRA_1_N001,33.1288,-117.2
Load Node,SNTAMRA_1_N005,33.1288,-117.2
Load Node,NCPA2GY2_7_N001,38.33,-122.68
Generation Node,NCPA2GY2_7_B2,38.33,-122.68
Generation Node,NCPA2GY1_7_B2,38.35,-122.65
Load Node,NCPA2GY1_7_N001,38.35,-122.65
Generation Node,BEARCNYN_2_B1,38.76,-122.65
Generation Node,TABLEMT_5_B1,39.56,-121.61
Generation Node,DUKMOSS3_7_B2,36.85,-121.76
Load Node,DUKMOSS3_7_N001,36.85,-121.76
Load Node,DUKMOSS3_7_N002,36.85,-121.76
Generation Node,DUKMOSS2_7_B1,36.85,-121.76
Generation Node,DUKMOSS1_7_B1,36.86,-121.76
Load Node,DUKMOSS1_7_N001,36.86,-121.76
Load Node,DUKMOSS2_7_N001,36.85,-121.76
Generation Node,GEYSER18_7_B1,38.74,-123.15
Load Node,KESWICK_6_N001,40.6237,-122.46
Load Node,DUKMOSS4_7_N001,36.85,-121.72
Generation Node,DUKMOSS5_7_B1,36.84,-121.72
Load Node,DUKMOSS5_7_N001,36.84,-121.72
Generation Node,DUKMOSS6_7_B2,36.85,-121.72
Load Node,DUKMOSS6_7_N001,36.85,-121.72
Load Node,DUKMOSS6_7_N002,36.85,-121.72
Generation Node,DUKMOSS4_7_B1,36.85,-121.72
Generation Node,GEYSER16_7_B1,38.77,-123.19
Load Node,RINCON_1_N001,33.2859,-116.96
Load Node,RINCON_1_N003,33.2859,-116.96
Generation Node,TBLEMTN_1_B1,39.55,-121.67
Generation Node,TABLMTN_2_B1,39.55,-121.64
Generation Node,SANTAFE_7_B1,38.78,-122.67
Generation Node,SANTAFE_7_B11,38.78,-122.67
Generation Node,GEYSER20_7_B1,38.78,-123.06
Load Node,CHESTER_6_N001,40.3044,-121.22
Load Node,HPLNDJT_6_N001,38.9729,-123.08
Load Node,HYATT_2_N212,39.54,-121.47
Generation Node,GEYSER12_7_B1,38.77,-123.1
Generation Node,GATES1_5_B1,36.14,-120.12
Generation Node,COTWDWAP_2_N030,40.6,-122.4
Generation Node,COTWDWAP_2_N032,40.4,-122.29
Generation Node,COTWDWAP_2_N029,40.5,-122.33
Generation Node,HYATT4_7_B1,39.51,-121.51
Generation Node,HYATT2_7_B1,39.55,-121.47
Generation Node,HYATT6_7_B1,39.53,-121.49
Generation Node,HYATT5_7_B1,39.54,-121.49
Generation Node,HYATT3_7_B1,39.51,-121.49
Generation Node,HYATT1_7_B1,39.54,-121.46
Generation Node,COTWDWAP_2_N031,40.7,-122.45
Load Node,COTWDPGE_1_N001,34.3804,-116.88
Generation Node,COTWDPGE_1_N024,34.3804,-116.88
Generation Node,GEYSER14_7_N001,38.8,-123.12
Generation Node,STMARIA_7_N101,34.9506,-120.44
Load Node,LUCERNE_1_N004,39.11,-122.81
Load Node,LUCERNE_1_N001,39.1102,-122.81
Generation Node,GEYSER13_7_N001,38.74,-123.16
Generation Node,VINCENT_5_B1,34.5,-118.13
Load Node,STLLWATR_6_N001,40.6778,-122.35
Generation Node,VINCENT_5_B2,34.5,-118.13
Generation Node,GATES2_5_B1,36.15,-120.14
Generation Node,CLARKRD_7_N002,39.6546,-121.64
Generation Node,CLARKRD_7_N003,39.6546,-121.64
Load Node,CLARKRD_7_N001,39.6546,-121.64
Load Node,OREGNTRL_6_N001,40.619,-122.32
Load Node,SILVERDO_1_N002,38.4995,-122.46
Load Node,SILVERDO_1_N001,38.4995,-122.46
Generation Node,SMUDGEO1_7_B1,38.76,-122.59
Load Node,PANRAMA_1_N001,40.4344,-122.27
Generation Node,WHEELBR1_7_B1,40.43,-122.27
Load Node,SANMIGL_6_N001,35.7519,-120.68
Generation Node,COBURN_2_B1,36.26,-121.15
Generation Node,MESA-PGE_1_N036,35.0085,-120.45
Load Node,MCARTHR_6_N001,41.0527,-121.41
Generation Node,MCARTHR_6_N002,41.0527,-121.41
Load Node,SOUTHBAS_1_N001,34.8815,-117.89
Load Node,MONTCLLO_1_N008,38.48,-122.32
Load Node,RIODELL_6_N001,40.4954,-124.1
Generation Node,ROUNDMT_2_B1,40.79,-121.94
Load Node,JESSUP_1_N001,40.4621,-122.33
Generation Node,PIT7U2_7_B1,38.0308,-121.87
Generation Node,PIT7U1_7_B1,38.0308,-121.87
Generation Node,MONOLITH_6_B1,34.93,-118.42
Load Node,MONOLITH_6_N029,34.93,-118.42
Load Node,MONOLITH_6_N101,34.93,-118.42
Generation Node,SEGS1G_7_B1,34.8595,-116.87
Generation Node,JBBLACK2_7_B1,40.99,-121.99
Generation Node,MIDWAY_5_B2,35.4,-119.48
Generation Node,MIDWAY_5_B1,35.4,-119.48
Load Node,GALE_1_N001,34.8595,-116.87
Generation Node,ALTA1G_7_B1,34.8602,-116.85
Generation Node,MALIN_5_N101,42.01,-121.32
Generation Node,ALTA2G_7_B1,34.8602,-116.85
Load Node,COLWATER_1_N001,34.8602,-116.85
Load Node,COLWATER_1_N002,34.8602,-116.85
Generation Node,TAP705_1_B1,34.87,-116.85
Load Node,EDWARDS_1_N001,34.9919,-117.89
Generation Node,JBBLACK1_7_B1,40.98,-121.97
Generation Node,SEGS2G_7_B1,34.8583,-116.84
Generation Node,PIT6U1_7_B1,38.0308,-121.87
Load Node,PANAMA_6_N001,35.2955,-119.02
Generation Node,COVERD_7_B1,39.7863,-123.25
Load Node,CARNATIO_6_N001,35.3113,-119.08
Generation Node,ROA-230_2_N101,32.652,-115.68
Load Node,TORTILLA_1_N007,34.8745,-117.06
Load Node,TORTILLA_1_N001,34.8745,-117.06
Load Node,PSARBLS_6_N001,35.6156,-120.68
Load Node,PSARBLS_6_N007,35.6156,-120.68
Load Node,PSARBLS_6_N005,35.6156,-120.68
Load Node,CARNERAS_6_N001,35.5411,-119.81
Generation Node,TAP78_6_B1,35.09,-118.46
Generation Node,IMPRLVLY_5_B2,32.72,-115.71
Generation Node,IMPRLVLY_5_B1,32.72,-115.71
Load Node,CALCMENT_6_N151,34.77,-118.21
Load Node,CALCMENT_6_N101,34.77,-118.21
Generation Node,PIT5_7_N001,38.0308,-121.87
Load Node,PIT5_7_B1,38.0308,-121.87
Load Node,ROSE_6_N001,32.8445,-117.24
Generation Node,IMPRLVLY_2_B1,32.71,-115.71
Generation Node,IMPRLVLY_230_N004,32.71,-115.71
Generation Node,IMPRLVLY_2_B2,32.71,-115.71
Load Node,ATASCDRO_6_N001,35.4653,-120.67
Generation Node,PIT1_2_B1,40.96,-121.55
Load Node,GOLDTREE_1_N001,35.3201,-120.69
Load Node,GOLDTREE_1_N002,35.3201,-120.69
Generation Node,PIT3_2_B1,41,-121.75
Load Node,PIT1_6_N001,38.0308,-121.87
Generation Node,PIT1U1_7_B2,38.0308,-121.87
Generation Node,PIT1U1_7_B1,38.0308,-121.87
Generation Node,TAP79_6_B1,35.08,-118.47
Generation Node,ENCANWND_6_N001,35.07,-118.47
Load Node,FOOTHILL_1_N001,35.27,-120.7
Generation Node,PIT6U2_7_B1,38.0308,-121.87
Generation Node,TAP76_6_B1,34.93,-118.43
Load Node,PIT3_7_N001,38.0308,-121.87
Load Node,BOGARD_6_N001,40.5866,-121.09
Load Node,CAWELOB_6_N001,35.571,-119.12
Load Node,ANTELOPE_6_N001,35.6581,-120
Generation Node,GRIZZLY1_1_B1,40.16,-121.3
Generation Node,DIABLO_5_B1,35.21,-120.85
Load Node,BAFOOD1_6_N001,36.33,-121.16
Generation Node,ELCENTRO_2_N001,32.8,-115.54
Load Node,BRRNDAC_6_N001,35.6582,-120.04
Generation Node,CARIBOU_2_B1,40.08,-121.16
Load Node,BLACKWLL_6_N001,35.6142,-119.85
Generation Node,TAP77_6_B1,34.95,-118.42
Generation Node,KCTYPKER_7_B1,36.2169,-121.13
Load Node,DUNNSIDE_1_N001,35.0332,-116.47
Load Node,TWISSLMN_6_N001,35.7306,-119.86
Load Node,TWISSLMN_6_N002,35.7306,-119.86
Load Node,LAMONT_1_N002,35.2967,-118.86
Load Node,TEJON_6_N001,35.0195,-118.95
Generation Node,TAP74_6_B1,34.88,-118.25
Load Node,MNDCTP_6_N001,39.2512,-123.2
Generation Node,MORWIND_6_N001,34.87,-118.24
Load Node,GRIMWAY_1_N001,35.27,-118.87
Load Node,DIABLO2_7_N001,35.21,-120.85
Generation Node,DIABLO2_7_B1,35.21,-120.85
Generation Node,DIABLO1_7_B1,35.21,-120.84
Load Node,DIABLO1_7_N001,35.21,-120.84
Load Node,DIABLOCN_2_N001,35.22,-120.83
Load Node,TECUYA_6_N001,35.0186,-118.98
Generation Node,NGILA_5_N012,32.75,-114.49
Load Node,BRRNDAA_6_N001,35.7095,-120.01
Load Node,LAMONT_1_N001,35.2967,-118.86
Generation Node,CRBU38812_7_B3,40.07,-121.15
Generation Node,CRBU38812_7_B1,40.07,-121.15
Load Node,UPPRLKE_6_N001,39.1459,-122.92
Load Node,ARVINED_1_N001,35.1504,-118.88
Generation Node,GONDER_2_N501,34.012,-118.48
Generation Node,MONA_3_N501,34.2,-118.52
Generation Node,INTERM1G_7_N501,34.5,-117.2
Load Node,HARTLEY_6_N001,39.0773,-122.93
Generation Node,VICTORVL_5_N101,34.5,-117.39
Generation Node,PADUA_6_N008,34.1202,-117.64
Load Node,PADUA_6_N001,34.1202,-117.64
Generation Node,PADUA_6_N004,34.1202,-117.64
Generation Node,PADUA_6_N006,34.1202,-117.64
Generation Node,PADUA_6_N007,34.1202,-117.64
Load Node,MAGUNDEN_1_N002,35.3622,-118.92
Load Node,MAGUNDEN_1_N001,35.3622,-118.92
Load Node,MORROBY_1_N001,35.37,-120.81
Generation Node,CARIBOU_1_B1,40.08,-121.15
Load Node,VICTOR_1_N001,38.1456,-121.18
Generation Node,VICTOR_1_N064,38.1456,-121.18
Generation Node,VICTOR_1_N063,38.1456,-121.18
Load Node,ROADWAY_1_N001,34.5904,-117.43
Load Node,OREGNTRL_1_N001,40.619,-122.32
Generation Node,RERCU1_7_B1,34.022,-117.33
Load Node,RIVRSIDE_6_N001,34.022,-117.33
Generation Node,RERCU2_7_B1,34.022,-117.33
Generation Node,MIRALOMA_6_N007,34.0043,-117.57
Generation Node,MRLPKGEN_7_B1,34.0043,-117.57
Generation Node,MIRALOMA_6_N002,34.0043,-117.57
Load Node,MIRALOMA_6_N001,34.0043,-117.57
Generation Node,MCSNCK2_7_B1,37.58,-121.82
Generation Node,MCSNCK1_7_B1,37.56,-121.8
Generation Node,VICTOR_2_B1,34.5,-117.37
Generation Node,ETIWANDA_6_N007,34.0883,-117.53
Load Node,ETIWANDA_6_N001,34.0883,-117.53
Generation Node,ETIWANDA_6_N006,34.0883,-117.53
Generation Node,ETWPKGEN_7_B1,34.0881,-117.53
Generation Node,ETIWANDA_6_N004,34.0883,-117.53
Generation Node,ETIWANDA_6_N008,34.0883,-117.53
Load Node,ETIWANDA_6_N003,34.0881,-117.53
Generation Node,MORRO4_7_B1,35.37,-120.85
Load Node,MORROBAY_2_N001,35.37,-120.85
Generation Node,MORRO3_7_B1,35.39,-120.85
Generation Node,MORROBAY_2_B1,35.37,-120.85
Load Node,MORROBAY_2_N015,35.37,-120.85
Load Node,LAKEVIEW_6_N101,35.0937,-119.1
Load Node,CLERLKE_6_N012,39.008,-122.89
Load Node,CLERLKE_6_N001,39.008,-122.89
Load Node,EISEN_6_N001,35.3571,-118.97
Load Node,MTNVIST3_7_N002,34.07,-117.53
Generation Node,MTNVIST3_7_B1,34.0881,-117.53
Generation Node,MTNVIST4_7_B1,34.0881,-117.53
Load Node,MTNVIST4_7_N002,34.08,-117.53
Load Node,ETIWANDA_2_N006,34.0881,-117.53
Load Node,TEMPLETN_2_N008,35.5545,-120.68
Generation Node,VSTA_6_N008,34.0414,-117.32
Load Node,VSTA_6_N001,34.0414,-117.32
Generation Node,BUTTVLLY_7_B1,40.13,-121.17
Load Node,COPUS_6_N001,35.0936,-119.28
Load Node,DEVLSDN_6_N001,35.7749,-119.97
Load Node,VSTA_1_N005,34.0413,-117.32
Load Node,VSTA_1_N004,34.0414,-117.32
Generation Node,VSTA_1_B1,34.04,-117.34
Load Node,VSTA_1_N001,34.0413,-117.32
Generation Node,VSTA_2_B1,34.04,-117.32
Load Node,TEVIS_1_N003,35.3192,-119.13
Generation Node,NGILA_5_N010,32.75,-114.49
Generation Node,NGILA_5_N008,32.75,-114.49
Generation Node,NGILA2_5_N001,33.5,-113.6
Generation Node,NGILA1_5_N001,3.30E-14,-113.5
Load Node,BIGMDWS_6_N001,40.1712,-121.09
Load Node,CHINO_6_N007,33.9984,-117.68
Generation Node,CHINO_6_N009,33.9984,-117.68
Generation Node,CHINO_6_N003,33.9984,-117.68
Load Node,CHINO_6_N008,33.9984,-117.68
Load Node,LSTHLLS_6_N001,35.7858,-119.87
Load Node,DEVLDNPP_6_N003,35.7749,-119.97
Generation Node,CIMGEN_7_B1,33.9984,-117.68
Generation Node,DVLCYN2G_7_B1,34.26,-117.31
Generation Node,DVLCYN1G_7_B1,34.25,-117.29
Generation Node,SIMPSON_7_B1,33.9984,-117.68
Generation Node,CRAGVIEW_1_N101,41.2,-122.26
Load Node,BAKER_1_N001,35.2848,-116.06
Load Node,TAP801_1_N001,34.1096,-116.41
Load Node,VEDDER_1_N001,35.61,-118.96
Load Node,SEMITRPC_1_N001,35.6004,-119.44
Load Node,BOLTHSE_1_N009,35.3622,-118.92
Load Node,HIDESERT_2_N018,34.1453,-116.19
Load Node,HIDESERT_2_N001,34.1453,-116.19
Generation Node,MHVSPHN_1_N101,34.31,-117.32
Load Node,POSOMT_1_N001,35.5592,-118.96
Load Node,TEVIS_1_N001,35.3192,-119.13
Generation Node,DVLCYN4G_7_B1,34.19,-117.32
Generation Node,DVLCYN3G_7_B1,34.19,-117.33
Load Node,STOCKDLE_1_N001,35.3165,-119.07
Load Node,NORCO_1_N001,35.2853,-119.31
Load Node,SHAFTER_1_N001,35.5137,-119.32
Load Node,RIOBRVO_1_N006,35.4424,-119.26
Load Node,RIOBRVO_1_N001,35.4424,-119.26
Load Node,WHEELER_6_N001,35.0898,-118.98
Load Node,WESTPARK_1_N005,35.3741,-119.04
Load Node,WESTPARK_1_N009,35.3741,-119.04
Load Node,WESTPARK_1_N001,35.3741,-119.04
Load Node,COLUMBUS_1_N005,35.3984,-118.94
Load Node,COLUMBUS_1_N001,35.3984,-118.94
Load Node,COLUMBUS_1_N003,35.3984,-118.94
Load Node,WASCO_6_N001,35.6021,-119.33
Load Node,BEARTAP_1_N001,35.38,-119
Load Node,FRUITVLE_6_N001,35.3768,-119.09
Load Node,FRUITVLE_6_N101,35.3768,-119.09
Load Node,ELKHLLS_6_N001,35.226,-119.38
Generation Node,PSE-BEAR_7_B1,35.37,-119
Generation Node,RIOBRVQF_6_N001,35.4424,-119.26
Load Node,HURON_6_N001,36.1858,-120.1
Load Node,TXROSDL_1_N001,35.377,-119.08
Load Node,TXROSDL_1_N002,35.377,-119.08
Load Node,ROSEDAL_1_N001,35.377,-119.08
Load Node,KERNWATR_1_N001,35.4007,-119.04
Generation Node,MOHAVE_5_B2,35.14,-114.57
Generation Node,MOH-LGHN_5_N001,35,-114.59
Generation Node,MOHAVE_5_B1,35.14,-114.57
Load Node,RENFRO_1_N010,35.41,-119.17
Load Node,BKRSFLD_2_N001,35.3883,-119
Generation Node,BKRSFLD_2_N004,35.3883,-119
Load Node,CIMA_2_N101,35.2691,-115.49
Load Node,KERNPWR_1_N201,35.3797,-119.1
Generation Node,KERNPWR_1_B1,35.38,-119.09
Load Node,KERNPWR_1_N002,35.3797,-119.1
Load Node,STOCKDL_2_N002,35.3165,-119.07
Load Node,STOCKDL_2_N101,35.3165,-119.07
Load Node,CALPELLA_1_N001,39.1975,-123.19
Load Node,RENFRO_1_N001,35.41,-119.17
Generation Node,KERNOIL_1_N002,35.4407,-119.02
Generation Node,KERNOIL_1_B1,35.44,-119.01
Load Node,KERNOIL_1_N012,35.4407,-119.02
Load Node,KERNOIL_1_N001,35.4407,-119.02
Load Node,TUPMAN_1_N101,35.354,-119.27
Load Node,COLNGA1_6_N001,36.136,-120.34
Load Node,COLNGA1_6_N002,36.136,-120.34
Generation Node,OILDALE_1_N101,35.42,-118.98
Load Node,OILDALE_1_N001,35.42,-118.98
Load Node,CHARKA_1_N001,35.608,-119.33
Generation Node,DEXZEL_1_N001,35.46,-118.97
Load Node,STOCKDL_2_N001,35.3165,-119.07
Load Node,CARRIZO_1_N001,35.3805,-120.04
Generation Node,WINDGAP_2_N003,35.01,-118.99
Generation Node,MCCULLGX_5_N501,35.6,-115.1
Generation Node,MARKETPL_5_N501,35.82,-115.01
Generation Node,WHELRGPP_2_N004,35.06,-119.02
Load Node,KERNRV_1_N001,35.3797,-119.1
Generation Node,MCCULLGH_5_N101,35.55,-1.20E-13
Load Node,GANSNER_6_N101,39.9392,-120.95
Load Node,BKRSFLD_2_N101,35.3883,-119
Generation Node,MEAD_5_N501,36.1,-114.9
Generation Node,HOLGATE_1_N004,35.0216,-117.71
Generation Node,HOLGATE_1_N001,35.0216,-117.71
Load Node,SNBRNRD_6_N001,35.0924,-118.88
Load Node,COLNGA2_6_N001,36.2366,-120.32
Generation Node,ELDORDO_5_B1,35.78,-114.96
Load Node,GOSELKE_1_N001,35.6016,-119.58
Load Node,GOSELKE_1_N003,35.6016,-119.58
Generation Node,DERRICK_6_N002,36.2231,-120.34
Generation Node,DERRICK_6_N003,36.2231,-120.34
Generation Node,PSE-LVOK_7_B1,39.2771,-121.66
Load Node,WESTPLAT_1_N001,35.42,-119.3
Load Node,THORNHIL_1_N001,33.8337,-116.52
Generation Node,MEADN_2_N501,3.60E-14,-114.8
Load Node,SPANSHCK_6_N001,40.0261,-120.96
Load Node,EISENHOW_1_N001,33.8306,-116.5
Load Node,WSCOPRSN_1_N001,35.61,-119.37
Generation Node,MERCHANT_2_N101,35.99,-115.07
Load Node,BUENAVS1_7_B4,36.6533,-121.63
Load Node,BUENAVS1_7_B5,36.6533,-121.63
Load Node,BUENAVS2_7_B1,36.6533,-121.63
Load Node,BUENAVS1_7_B7,36.6533,-121.63
Load Node,BUENAVS2_7_B4,36.6533,-121.63
Load Node,BUENAVS2_7_B5,36.6533,-121.63
Load Node,BUENAVS1_7_B1,36.6533,-121.63
Load Node,BUENAVS1_7_B3,36.6533,-121.63
Load Node,BUENAVS2_7_B3,36.6533,-121.63
Load Node,BUENAVS1_7_B6,36.6533,-121.63
Generation Node,BUENAVT_2_N006,35.16,-119.37
Load Node,ROCKET_1_N001,34.9339,-117.69
Generation Node,RIOBRVTM_1_B1,35.46,-119.25
Load Node,RIOBRVTM_1_N001,35.46,-119.25
Load Node,GRYSFLT_6_N001,40.0216,-121.07
Load Node,MARICOPA_6_N001,35.1075,-119.4
Generation Node,KERNFRNT_1_B1,35.39,-119.13
Generation Node,MEADS_2_N101,36.15,-114.95
Load Node,SMTRPCWS_1_N001,35.59,-119.44
