INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2016-08-01T07:00:00-00:00,2016-08-01T08:00:00-00:00,2016-08-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.6051,4
2016-08-02T01:00:00-00:00,2016-08-02T02:00:00-00:00,2016-08-01,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.68874,4
2016-08-01T18:00:00-00:00,2016-08-01T19:00:00-00:00,2016-08-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.4714,4
2016-08-01T14:00:00-00:00,2016-08-01T15:00:00-00:00,2016-08-01,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.88375,4
2016-08-02T07:00:00-00:00,2016-08-02T08:00:00-00:00,2016-08-02,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.93343,5
2016-08-03T05:00:00-00:00,2016-08-03T06:00:00-00:00,2016-08-02,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,36.86096,5
2016-08-02T23:00:00-00:00,2016-08-03T00:00:00-00:00,2016-08-02,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.66806,5
2016-08-03T03:00:00-00:00,2016-08-03T04:00:00-00:00,2016-08-02,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,49.66443,5
2016-08-03T06:00:00-00:00,2016-08-03T07:00:00-00:00,2016-08-02,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,32.55167,5
2016-08-02T16:00:00-00:00,2016-08-02T17:00:00-00:00,2016-08-02,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.96363,5
2016-08-02T10:00:00-00:00,2016-08-02T11:00:00-00:00,2016-08-02,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,25.85545,5
2016-08-02T11:00:00-00:00,2016-08-02T12:00:00-00:00,2016-08-02,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,26.37755,5
2016-08-02T19:00:00-00:00,2016-08-02T20:00:00-00:00,2016-08-02,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,33.00265,5
2016-08-02T22:00:00-00:00,2016-08-02T23:00:00-00:00,2016-08-02,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.41746,5
2016-08-03T02:00:00-00:00,2016-08-03T03:00:00-00:00,2016-08-02,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.62256,5
2016-08-02T13:00:00-00:00,2016-08-02T14:00:00-00:00,2016-08-02,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,29.99943,5
2016-08-02T14:00:00-00:00,2016-08-02T15:00:00-00:00,2016-08-02,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,30.22426,5
2016-08-03T00:00:00-00:00,2016-08-03T01:00:00-00:00,2016-08-02,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,48.03574,5
2016-08-02T12:00:00-00:00,2016-08-02T13:00:00-00:00,2016-08-02,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.08206,5
2016-08-02T20:00:00-00:00,2016-08-02T21:00:00-00:00,2016-08-02,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,35.79168,5
